Category,Pack,FileName,Path,SizeBytes,SizeKB,UsedStatus,ReferencedBy
Texture,Space_Exploration_GUI_Kit,square-purple-large.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/large/square-purple-large.png,2309,2.3,SHIPPED,City.unity dependency
Texture,Space_Exploration_GUI_Kit,square-yellow-large.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/large/square-yellow-large.png,2285,2.2,SHIPPED,City.unity dependency
Texture,Space_Exploration_GUI_Kit,extra-long-blue-medium.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/medium/extra-long-blue-medium.png,1684,1.6,PACK-DEMO ONLY,referenced only inside its own pack by Long_Blue_Medium_Button.prefab
Texture,Space_Exploration_GUI_Kit,extra-long-pink-medium.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/medium/extra-long-pink-medium.png,1688,1.6,PACK-DEMO ONLY,referenced only inside its own pack by Long_Pink_Medium_Button.prefab
Texture,Space_Exploration_GUI_Kit,extra-long-purple-medium.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/medium/extra-long-purple-medium.png,1694,1.7,SHIPPED,City.unity dependency
Texture,Space_Exploration_GUI_Kit,extra-long-yellow-medium.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/medium/extra-long-yellow-medium.png,1579,1.5,PACK-DEMO ONLY,referenced only inside its own pack by Long_Yellow_Medium_Button.prefab
Texture,Space_Exploration_GUI_Kit,large-blue-medium.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/medium/large-blue-medium.png,2531,2.5,SHIPPED,City.unity dependency
Texture,Space_Exploration_GUI_Kit,large-blue-sparkle-medium.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/medium/large-blue-sparkle-medium.png,3506,3.4,PACK-DEMO ONLY,referenced only inside its own pack by Sparkle_Large_Blue_Medium_Button.prefab
Texture,Space_Exploration_GUI_Kit,large-pink-medium.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/medium/large-pink-medium.png,2645,2.6,PACK-DEMO ONLY,referenced only inside its own pack by Large_Pink_Medium_Button.prefab
Texture,Space_Exploration_GUI_Kit,large-pink-sparkle-medium.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/medium/large-pink-sparkle-medium.png,3594,3.5,PACK-DEMO ONLY,referenced only inside its own pack by Sparkle_Large_Pink_Medium_Button.prefab
Texture,Space_Exploration_GUI_Kit,large-purple-medium.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/medium/large-purple-medium.png,2626,2.6,SHIPPED,City.unity dependency
Texture,Space_Exploration_GUI_Kit,large-purple-sparkle-medium.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/medium/large-purple-sparkle-medium.png,3610,3.5,PACK-DEMO ONLY,referenced only inside its own pack by Sparkle_Large_Purple_Medium_Button.prefab
Texture,Space_Exploration_GUI_Kit,large-yellow-medium.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/medium/large-yellow-medium.png,2580,2.5,SHIPPED,City.unity dependency
Texture,Space_Exploration_GUI_Kit,large-yellow-sparkle-medium.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/medium/large-yellow-sparkle-medium.png,3574,3.5,PACK-DEMO ONLY,referenced only inside its own pack by Sparkle_Large_Yellow_Medium_Button.prefab
Texture,Space_Exploration_GUI_Kit,medium-blue-medium.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/medium/medium-blue-medium.png,1401,1.4,PACK-DEMO ONLY,referenced only inside its own pack by Blue_Medium_Button.prefab
Texture,Space_Exploration_GUI_Kit,medium-pink-medium.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/medium/medium-pink-medium.png,1474,1.4,PACK-DEMO ONLY,referenced only inside its own pack by Pink_Medium_Button.prefab
Texture,Space_Exploration_GUI_Kit,medium-purple-medium.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/medium/medium-purple-medium.png,1482,1.4,PACK-DEMO ONLY,referenced only inside its own pack by Purple_Medium_Button.prefab
Texture,Space_Exploration_GUI_Kit,medium-yellow-medium.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/medium/medium-yellow-medium.png,1456,1.4,PACK-DEMO ONLY,referenced only inside its own pack by Yellow_Medium_Button.prefab
Texture,Space_Exploration_GUI_Kit,short-blue-medium.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/medium/short-blue-medium.png,1543,1.5,PACK-DEMO ONLY,referenced only inside its own pack by Short_Blue_Medium_Button.prefab
Texture,Space_Exploration_GUI_Kit,short-pink-medium.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/medium/short-pink-medium.png,1549,1.5,PACK-DEMO ONLY,referenced only inside its own pack by Short_Pink_Medium_Button.prefab +2 more
Texture,Space_Exploration_GUI_Kit,short-purple-medium.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/medium/short-purple-medium.png,1545,1.5,PACK-DEMO ONLY,referenced only inside its own pack by Short_Purple_Medium_Button.prefab
Texture,Space_Exploration_GUI_Kit,short-yellow-medium.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/medium/short-yellow-medium.png,1500,1.5,PACK-DEMO ONLY,referenced only inside its own pack by Short_Yellow_Medium_Button.prefab
Texture,Space_Exploration_GUI_Kit,square-blue-medium.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/medium/square-blue-medium.png,1197,1.2,PACK-DEMO ONLY,referenced only inside its own pack by Square_Blue_Medium_Button.prefab
Texture,Space_Exploration_GUI_Kit,square-pink-medium.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/medium/square-pink-medium.png,1235,1.2,PACK-DEMO ONLY,referenced only inside its own pack by Square_Pink_Medium_Button.prefab
Texture,Space_Exploration_GUI_Kit,square-purple-medium.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/medium/square-purple-medium.png,1226,1.2,PACK-DEMO ONLY,referenced only inside its own pack by Square_Purple_Medium_Button.prefab
Texture,Space_Exploration_GUI_Kit,square-yellow-medium.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/medium/square-yellow-medium.png,1233,1.2,PACK-DEMO ONLY,referenced only inside its own pack by Square_Yellow_Medium_Button.prefab
Other,Space_Exploration_GUI_Kit,desktop.ini,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/small/desktop.ini,1198,1.2,UNUSED,
Texture,Space_Exploration_GUI_Kit,extra-long-blue-small.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/small/extra-long-blue-small.png,881,0.9,PACK-DEMO ONLY,referenced only inside its own pack by Long_Blue_Small_Button.prefab
Texture,Space_Exploration_GUI_Kit,extra-long-pink-small.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/small/extra-long-pink-small.png,894,0.9,PACK-DEMO ONLY,referenced only inside its own pack by Long_Pink_Small_Button.prefab
Texture,Space_Exploration_GUI_Kit,extra-long-purple-small.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/small/extra-long-purple-small.png,903,0.9,PACK-DEMO ONLY,referenced only inside its own pack by Long_Purple_Small_Button.prefab
Texture,Space_Exploration_GUI_Kit,extra-long-yellow-small.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/small/extra-long-yellow-small.png,827,0.8,PACK-DEMO ONLY,referenced only inside its own pack by Long_Yellow_Small_Button.prefab
Texture,Space_Exploration_GUI_Kit,large-blue-small.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/small/large-blue-small.png,1329,1.3,PACK-DEMO ONLY,referenced only inside its own pack by Large_Blue_Small_Button.prefab
Texture,Space_Exploration_GUI_Kit,large-blue-sparkle-small.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/small/large-blue-sparkle-small.png,1881,1.8,PACK-DEMO ONLY,referenced only inside its own pack by Sparkle_Large_Blue_Small_Button.prefab
Texture,Space_Exploration_GUI_Kit,large-pink-small.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/small/large-pink-small.png,1392,1.4,PACK-DEMO ONLY,referenced only inside its own pack by Large_Pink_Small_Button.prefab
Texture,Space_Exploration_GUI_Kit,large-pink-sparkle-small.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/small/large-pink-sparkle-small.png,1940,1.9,PACK-DEMO ONLY,referenced only inside its own pack by Sparkle_Large_Pink_Small_Button.prefab
Texture,Space_Exploration_GUI_Kit,large-purple-small.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/small/large-purple-small.png,1396,1.4,PACK-DEMO ONLY,referenced only inside its own pack by Large_Purple_Small_Button.prefab
Texture,Space_Exploration_GUI_Kit,large-purple-sparkle-small.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/small/large-purple-sparkle-small.png,1949,1.9,PACK-DEMO ONLY,referenced only inside its own pack by Sparkle_Large_Purple_Small_Button.prefab
Texture,Space_Exploration_GUI_Kit,large-yellow-small.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/small/large-yellow-small.png,1388,1.4,PACK-DEMO ONLY,referenced only inside its own pack by Large_Yellow_Small_Button.prefab
Texture,Space_Exploration_GUI_Kit,large-yellow-sparkle-small.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/small/large-yellow-sparkle-small.png,1917,1.9,PACK-DEMO ONLY,referenced only inside its own pack by Sparkle_Large_Yellow_Small_Button.prefab
Texture,Space_Exploration_GUI_Kit,medium-blue-small.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/small/medium-blue-small.png,754,0.7,PACK-DEMO ONLY,referenced only inside its own pack by Blue_Small_Button.prefab
Texture,Space_Exploration_GUI_Kit,medium-pink-small.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/small/medium-pink-small.png,797,0.8,PACK-DEMO ONLY,referenced only inside its own pack by Pink_Small_Button.prefab
Texture,Space_Exploration_GUI_Kit,medium-purple-small.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/small/medium-purple-small.png,799,0.8,PACK-DEMO ONLY,referenced only inside its own pack by Purple_Small_Button.prefab
Texture,Space_Exploration_GUI_Kit,medium-yellow-small.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/small/medium-yellow-small.png,784,0.8,PACK-DEMO ONLY,referenced only inside its own pack by Yellow_Small_Button.prefab
Texture,Space_Exploration_GUI_Kit,short-blue-small.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/small/short-blue-small.png,840,0.8,PACK-DEMO ONLY,referenced only inside its own pack by Short_Blue_Small_Button.prefab
Texture,Space_Exploration_GUI_Kit,short-pink-small.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/small/short-pink-small.png,834,0.8,PACK-DEMO ONLY,referenced only inside its own pack by Short_Pink_Small_Button.prefab +2 more
Texture,Space_Exploration_GUI_Kit,short-purple-small.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/small/short-purple-small.png,866,0.8,PACK-DEMO ONLY,referenced only inside its own pack by Short_Purple_Small_Button.prefab
Texture,Space_Exploration_GUI_Kit,short-yellow-small.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/small/short-yellow-small.png,813,0.8,PACK-DEMO ONLY,referenced only inside its own pack by Short_Yellow_Small_Button.prefab
Texture,Space_Exploration_GUI_Kit,square-blue-small.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/small/square-blue-small.png,674,0.7,PACK-DEMO ONLY,referenced only inside its own pack by Square_Blue_Small_Button.prefab
Texture,Space_Exploration_GUI_Kit,square-pink-small.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/small/square-pink-small.png,713,0.7,PACK-DEMO ONLY,referenced only inside its own pack by Square_Pink_Small_Button.prefab
Texture,Space_Exploration_GUI_Kit,square-purple-small.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/small/square-purple-small.png,699,0.7,PACK-DEMO ONLY,referenced only inside its own pack by Square_Purple_Small_Button.prefab
Texture,Space_Exploration_GUI_Kit,square-yellow-small.png,Assets/Space_Exploration_GUI_Kit/Button_Images/Source_Image_Sprites/small/square-yellow-small.png,676,0.7,PACK-DEMO ONLY,referenced only inside its own pack by Square_Yellow_Small_Button.prefab
Texture,Space_Exploration_GUI_Kit,homepage-icon-container-extra-large.png,Assets/Space_Exploration_GUI_Kit/Containers/Extra Large/homepage-icon-container-extra-large.png,1398,1.4,UNUSED,
Texture,Space_Exploration_GUI_Kit,inventory-menu-container-extra-large.png,Assets/Space_Exploration_GUI_Kit/Containers/Extra Large/inventory-menu-container-extra-large.png,1934,1.9,UNUSED,
Texture,Space_Exploration_GUI_Kit,item-info-container-extra-large.png,Assets/Space_Exploration_GUI_Kit/Containers/Extra Large/item-info-container-extra-large.png,8719,8.5,UNUSED,
Texture,Space_Exploration_GUI_Kit,login-remove-ads-container-extra-large.png,Assets/Space_Exploration_GUI_Kit/Containers/Extra Large/login-remove-ads-container-extra-large.png,26185,25.6,UNUSED,
Texture,Space_Exploration_GUI_Kit,loot-container-extra-large.png,Assets/Space_Exploration_GUI_Kit/Containers/Extra Large/loot-container-extra-large.png,2064,2.0,UNUSED,
Texture,Space_Exploration_GUI_Kit,loot-found-container-extra-large.png,Assets/Space_Exploration_GUI_Kit/Containers/Extra Large/loot-found-container-extra-large.png,3647,3.6,UNUSED,
Texture,Space_Exploration_GUI_Kit,pause-container-extra-large.png,Assets/Space_Exploration_GUI_Kit/Containers/Extra Large/pause-container-extra-large.png,20516,20.0,UNUSED,
Texture,Space_Exploration_GUI_Kit,setting-container-extra-large.png,Assets/Space_Exploration_GUI_Kit/Containers/Extra Large/setting-container-extra-large.png,40086,39.1,UNUSED,
Texture,Space_Exploration_GUI_Kit,shop-container-extra-large.png,Assets/Space_Exploration_GUI_Kit/Containers/Extra Large/shop-container-extra-large.png,42610,41.6,UNUSED,
Texture,Space_Exploration_GUI_Kit,shop-item-container-extra-large.png,Assets/Space_Exploration_GUI_Kit/Containers/Extra Large/shop-item-container-extra-large.png,5399,5.3,UNUSED,
Texture,Space_Exploration_GUI_Kit,victory-defeat-container-extra-large.png,Assets/Space_Exploration_GUI_Kit/Containers/Extra Large/victory-defeat-container-extra-large.png,16252,15.9,UNUSED,
Texture,Space_Exploration_GUI_Kit,homepage-icon-container-large.png,Assets/Space_Exploration_GUI_Kit/Containers/Large/homepage-icon-container-large.png,694,0.7,UNUSED,
Texture,Space_Exploration_GUI_Kit,inventory-menu-container-large.png,Assets/Space_Exploration_GUI_Kit/Containers/Large/inventory-menu-container-large.png,798,0.8,SHIPPED,City.unity dependency
Texture,Space_Exploration_GUI_Kit,item-info-container-large.png,Assets/Space_Exploration_GUI_Kit/Containers/Large/item-info-container-large.png,3182,3.1,PACK-DEMO ONLY,referenced only inside its own pack by Inventory_Demo.unity
Texture,Space_Exploration_GUI_Kit,login-remove-ads-container-large.png,Assets/Space_Exploration_GUI_Kit/Containers/Large/login-remove-ads-container-large.png,11879,11.6,PACK-DEMO ONLY,referenced only inside its own pack by Log_In_Demo.unity +1 more
Texture,Space_Exploration_GUI_Kit,loot-container-large.png,Assets/Space_Exploration_GUI_Kit/Containers/Large/loot-container-large.png,1051,1.0,PACK-DEMO ONLY,referenced only inside its own pack by Defeat_Demo.unity +1 more
Texture,Space_Exploration_GUI_Kit,loot-found-container-large.png,Assets/Space_Exploration_GUI_Kit/Containers/Large/loot-found-container-large.png,1597,1.6,UNUSED,
Texture,Space_Exploration_GUI_Kit,pause-container-large.png,Assets/Space_Exploration_GUI_Kit/Containers/Large/pause-container-large.png,9793,9.6,SHIPPED,City.unity dependency
Texture,Space_Exploration_GUI_Kit,setting-container-large.png,Assets/Space_Exploration_GUI_Kit/Containers/Large/setting-container-large.png,17693,17.3,PACK-DEMO ONLY,referenced only inside its own pack by Settings_Demo.unity
Texture,Space_Exploration_GUI_Kit,shop-container-large.png,Assets/Space_Exploration_GUI_Kit/Containers/Large/shop-container-large.png,18715,18.3,PACK-DEMO ONLY,referenced only inside its own pack by Gem_Demo.unity +3 more
Texture,Space_Exploration_GUI_Kit,shop-item-container-large.png,Assets/Space_Exploration_GUI_Kit/Containers/Large/shop-item-container-large.png,2020,2.0,SHIPPED,City.unity dependency
Texture,Space_Exploration_GUI_Kit,victory-defeat-container-large.png,Assets/Space_Exploration_GUI_Kit/Containers/Large/victory-defeat-container-large.png,8556,8.4,SHIPPED,City.unity dependency
Texture,Space_Exploration_GUI_Kit,homepage-icon-container-medium.png,Assets/Space_Exploration_GUI_Kit/Containers/Medium/homepage-icon-container-medium.png,325,0.3,UNUSED,
Texture,Space_Exploration_GUI_Kit,inventory-menu-container-medium.png,Assets/Space_Exploration_GUI_Kit/Containers/Medium/inventory-menu-container-medium.png,393,0.4,UNUSED,
Texture,Space_Exploration_GUI_Kit,item-info-container-medium.png,Assets/Space_Exploration_GUI_Kit/Containers/Medium/item-info-container-medium.png,1291,1.3,UNUSED,
Texture,Space_Exploration_GUI_Kit,login-remove-ads-container-medium.png,Assets/Space_Exploration_GUI_Kit/Containers/Medium/login-remove-ads-container-medium.png,4733,4.6,UNUSED,
Texture,Space_Exploration_GUI_Kit,loot-container-medium.png,Assets/Space_Exploration_GUI_Kit/Containers/Medium/loot-container-medium.png,561,0.5,UNUSED,
Texture,Space_Exploration_GUI_Kit,loot-found-container-medium.png,Assets/Space_Exploration_GUI_Kit/Containers/Medium/loot-found-container-medium.png,744,0.7,UNUSED,
Texture,Space_Exploration_GUI_Kit,pause-container-medium.png,Assets/Space_Exploration_GUI_Kit/Containers/Medium/pause-container-medium.png,3980,3.9,UNUSED,
Texture,Space_Exploration_GUI_Kit,setting-container-medium.png,Assets/Space_Exploration_GUI_Kit/Containers/Medium/setting-container-medium.png,6754,6.6,UNUSED,
Texture,Space_Exploration_GUI_Kit,shop-container-medium.png,Assets/Space_Exploration_GUI_Kit/Containers/Medium/shop-container-medium.png,7004,6.8,UNUSED,
Texture,Space_Exploration_GUI_Kit,shop-item-container-medium.png,Assets/Space_Exploration_GUI_Kit/Containers/Medium/shop-item-container-medium.png,872,0.9,UNUSED,
Texture,Space_Exploration_GUI_Kit,victory-defeat-container-medium.png,Assets/Space_Exploration_GUI_Kit/Containers/Medium/victory-defeat-container-medium.png,3429,3.3,UNUSED,
Texture,Space_Exploration_GUI_Kit,inventory-menu-container-small.png,Assets/Space_Exploration_GUI_Kit/Containers/Small/inventory-menu-container-small.png,243,0.2,UNUSED,
Texture,Space_Exploration_GUI_Kit,item-info-container-small.png,Assets/Space_Exploration_GUI_Kit/Containers/Small/item-info-container-small.png,700,0.7,UNUSED,
Texture,Space_Exploration_GUI_Kit,level-up-icon-container-small.png,Assets/Space_Exploration_GUI_Kit/Containers/Small/level-up-icon-container-small.png,264,0.3,UNUSED,
Texture,Space_Exploration_GUI_Kit,login-remove-ads-container-small.png,Assets/Space_Exploration_GUI_Kit/Containers/Small/login-remove-ads-container-small.png,2038,2.0,UNUSED,
Texture,Space_Exploration_GUI_Kit,loot-container-small.png,Assets/Space_Exploration_GUI_Kit/Containers/Small/loot-container-small.png,289,0.3,UNUSED,
Texture,Space_Exploration_GUI_Kit,loot-found-container-small.png,Assets/Space_Exploration_GUI_Kit/Containers/Small/loot-found-container-small.png,403,0.4,UNUSED,
Texture,Space_Exploration_GUI_Kit,pause-container-small.png,Assets/Space_Exploration_GUI_Kit/Containers/Small/pause-container-small.png,1749,1.7,UNUSED,
Texture,Space_Exploration_GUI_Kit,setting-container-small.png,Assets/Space_Exploration_GUI_Kit/Containers/Small/setting-container-small.png,2829,2.8,UNUSED,
Texture,Space_Exploration_GUI_Kit,shop-container-small.png,Assets/Space_Exploration_GUI_Kit/Containers/Small/shop-container-small.png,2860,2.8,UNUSED,
Texture,Space_Exploration_GUI_Kit,shop-item-container-small.png,Assets/Space_Exploration_GUI_Kit/Containers/Small/shop-item-container-small.png,472,0.5,UNUSED,
Texture,Space_Exploration_GUI_Kit,victory-defeat-container-small.png,Assets/Space_Exploration_GUI_Kit/Containers/Small/victory-defeat-container-small.png,1570,1.5,UNUSED,
Script (Editor),Space_Exploration_GUI_Kit,SpaceGameGUIWelcome.cs,Assets/Space_Exploration_GUI_Kit/Editor/SpaceGameGUIWelcome.cs,3391,3.3,ENTRY POINT (menu),invoked from the Unity menu bar; nothing else references it
ScriptableObject/Config,Space_Exploration_GUI_Kit,Asap-Bold SDF.asset,Assets/Space_Exploration_GUI_Kit/Fonts/Asap-Bold SDF.asset,581662,568.0,PACK-DEMO ONLY,referenced only inside its own pack by Blue_Extra_Large_Button.prefab +146 more
Font,Space_Exploration_GUI_Kit,Asap-Bold.ttf,Assets/Space_Exploration_GUI_Kit/Fonts/Font Sources/static/Asap-Bold.ttf,83964,82.0,UNUSED,
Font,Space_Exploration_GUI_Kit,Righteous-Regular.ttf,Assets/Space_Exploration_GUI_Kit/Fonts/Font Sources/static/Righteous-Regular.ttf,40892,39.9,SHIPPED,City.unity dependency
Doc,Space_Exploration_GUI_Kit,OFL.txt,Assets/Space_Exploration_GUI_Kit/Fonts/OFL.txt,4527,4.4,UNUSED,
Doc,Space_Exploration_GUI_Kit,README.txt,Assets/Space_Exploration_GUI_Kit/Fonts/README.txt,5401,5.3,UNUSED,
ScriptableObject/Config,Space_Exploration_GUI_Kit,Righteous-Regular SDF.asset,Assets/Space_Exploration_GUI_Kit/Fonts/Righteous-Regular SDF.asset,581459,567.8,PACK-DEMO ONLY,referenced only inside its own pack by Defeat_Demo.unity +14 more
Texture,Space_Exploration_GUI_Kit,dark-square-button-blank-extra-large.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Extra Large/dark-square-button-blank-extra-large.png,1512,1.5,PACK-DEMO ONLY,referenced only inside its own pack by Back_Button_Extra_Large.prefab +1 more
Texture,Space_Exploration_GUI_Kit,inventory-add-extra-large.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Extra Large/inventory-add-extra-large.png,1876,1.8,UNUSED,
Texture,Space_Exploration_GUI_Kit,inventory-add-highlight-extra-large.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Extra Large/inventory-add-highlight-extra-large.png,3571,3.5,UNUSED,
Texture,Space_Exploration_GUI_Kit,inventory-highlight-extra-large 1.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Extra Large/inventory-highlight-extra-large 1.png,8311,8.1,UNUSED,
Texture,Space_Exploration_GUI_Kit,inventory-highlight-extra-large.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Extra Large/inventory-highlight-extra-large.png,8406,8.2,UNUSED,
Texture,Space_Exploration_GUI_Kit,inventory-item-container copy-extra-large.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Extra Large/inventory-item-container copy-extra-large.png,1599,1.6,UNUSED,
Texture,Space_Exploration_GUI_Kit,inventory-locked-extra-large.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Extra Large/inventory-locked-extra-large.png,3006,2.9,UNUSED,
Texture,Space_Exploration_GUI_Kit,inventory-locked-highlight-extra-large.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Extra Large/inventory-locked-highlight-extra-large.png,4669,4.6,UNUSED,
Texture,Space_Exploration_GUI_Kit,item-info-picto-icon-container-extra-large.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Extra Large/item-info-picto-icon-container-extra-large.png,841,0.8,UNUSED,
Texture,Space_Exploration_GUI_Kit,item-shop-containerextra-large.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Extra Large/item-shop-containerextra-large.png,3158,3.1,UNUSED,
Texture,Space_Exploration_GUI_Kit,level-container-extra-large.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Extra Large/level-container-extra-large.png,2830,2.8,UNUSED,
Texture,Space_Exploration_GUI_Kit,level-highlight-extra-large 1.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Extra Large/level-highlight-extra-large 1.png,14440,14.1,UNUSED,
Texture,Space_Exploration_GUI_Kit,level-highlight-extra-large.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Extra Large/level-highlight-extra-large.png,12791,12.5,UNUSED,
Texture,Space_Exploration_GUI_Kit,level-up-icon-container-extra-large.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Extra Large/level-up-icon-container-extra-large.png,2461,2.4,UNUSED,
Texture,Space_Exploration_GUI_Kit,locked-level-overlay-extra-large.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Extra Large/locked-level-overlay-extra-large.png,6190,6.0,UNUSED,
Texture,Space_Exploration_GUI_Kit,loot-icon-container-extra-large.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Extra Large/loot-icon-container-extra-large.png,579,0.6,UNUSED,
Texture,Space_Exploration_GUI_Kit,selected-icon-container-extra-large.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Extra Large/selected-icon-container-extra-large.png,2448,2.4,UNUSED,
Texture,Space_Exploration_GUI_Kit,dark-square-button-blank-large.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Large/dark-square-button-blank-large.png,768,0.8,PACK-DEMO ONLY,referenced only inside its own pack by Back_Button_Large.prefab +8 more
Texture,Space_Exploration_GUI_Kit,inventory-add-highlight-large.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Large/inventory-add-highlight-large.png,2077,2.0,UNUSED,
Texture,Space_Exploration_GUI_Kit,inventory-add-large.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Large/inventory-add-large.png,985,1.0,UNUSED,
Texture,Space_Exploration_GUI_Kit,inventory-highlight-large 1.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Large/inventory-highlight-large 1.png,1861,1.8,PACK-DEMO ONLY,referenced only inside its own pack by Inventory_Demo.unity +1 more
Texture,Space_Exploration_GUI_Kit,inventory-highlight-large.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Large/inventory-highlight-large.png,5555,5.4,UNUSED,
Texture,Space_Exploration_GUI_Kit,inventory-item-container copy-large.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Large/inventory-item-container copy-large.png,723,0.7,PACK-DEMO ONLY,referenced only inside its own pack by Inventory_Demo.unity
Texture,Space_Exploration_GUI_Kit,inventory-locked-highlight-large.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Large/inventory-locked-highlight-large.png,2579,2.5,UNUSED,
Texture,Space_Exploration_GUI_Kit,inventory-locked-large.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Large/inventory-locked-large.png,1493,1.5,PACK-DEMO ONLY,referenced only inside its own pack by Inventory_Demo.unity
Texture,Space_Exploration_GUI_Kit,item-info-picto-icon-container-large.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Large/item-info-picto-icon-container-large.png,407,0.4,PACK-DEMO ONLY,referenced only inside its own pack by Inventory_Demo.unity
Texture,Space_Exploration_GUI_Kit,item-shop-container-large.png,Assets/Space_Exploration_GUI_Kit/Grid_Components/Large/item-shop-container-large.png,1366,1.3,PACK-DEMO ONLY,referenced only inside its own pack by Item_demo.unity
